Year,Month,Date,Target,Category,Value,Item,Context,Method,Shop,Location
2023,10,2023-10-02,Living,Basic Personal Care,1214,Expense item 552,Personal,MASTER - 9031,FamilyMart,Shibuya
2023,10,2023-10-02,Living,Basic Personal Care,1011,Expense item 553,Daily,MASTER - 9031,Amazon,Shibuya
2023,10,2023-10-03,Living,Food,1919,Expense item 554,Personal,Cash,Netflix,Tachikawa
2023,10,2023-10-03,Present,Hobbies & Leisure,3247,Expense item 555,Daily,AMEX - 5508,Vending Machine,Online
2023,10,2023-10-05,Present,Subscriptions,1095,Expense item 556,Daily,Suika,UQ,Shinjuku
2023,10,2023-10-05,Living,Food,4445,Expense item 557,Travel,Suika,Lawson,Online
2023,10,2023-10-06,Present,Hobbies & Leisure,3948,Expense item 558,Daily,Suika,Lawson,Tokyo
2023,10,2023-10-06,Living,Basic Personal Care,2042,Expense item 559,Personal,AMEX - 5508,Mall,Shibuya
2023,10,2023-10-07,Living,Food,2441,Expense item 560,Work,MASTER - 9031,FamilyMart,Kita-Senju
2023,10,2023-10-07,Present,Enjoyment & Social Life,5510,Expense item 561,Travel,Credit Card,Vending Machine,Online
2023,10,2023-10-07,Living,Utilities & Services,3112,Expense item 562,Daily,MASTER - 9031,Netflix,Kita-Senju
2023,10,2023-10-07,Present,Subscriptions,961,Expense item 563,Daily,Suika,UQ,Shinjuku
2023,10,2023-10-08,Living,Basic Personal Care,2323,Expense item 564,Gift,AMEX - 5508,Spotify,Tachikawa
2023,10,2023-10-08,Living,Clothing,9531,Expense item 565,Gift,Cash,Lawson,Tokyo
2023,10,2023-10-08,Living,Food,3310,Expense item 566,Travel,Cash,Amazon,Kita-Senju
2023,10,2023-10-08,Living,Transport,14558,Expense item 567,Gift,Cash,UQ,Kita-Senju
2023,10,2023-10-08,Future,Transport,11609,Expense item 568,Daily,Cash,FamilyMart,Kita-Senju
2023,10,2023-10-08,Present,Hobbies & Leisure,2000,Expense item 569,Gift,MASTER - 9031,Amazon,Kita-Senju
2023,10,2023-10-09,Future,Transport,11360,Expense item 570,Gift,AMEX - 5508,Mall,Tokyo
2023,10,2023-10-09,Future,Transport,14611,Expense item 571,Gift,Suika,Lawson,Kita-Senju
2023,10,2023-10-09,Living,Utilities & Services,5326,Expense item 572,Personal,AMEX - 5508,Nikunohanamasa,Shibuya
2023,10,2023-10-10,Living,Utilities & Services,2470,Expense item 573,Personal,Cash,Netflix,Tachikawa
2023,10,2023-10-11,Living,Utilities & Services,3578,Expense item 574,Work,MASTER - 9031,Nikunohanamasa,Shinjuku
2023,10,2023-10-11,Living,Basic Personal Care,351,Expense item 575,Travel,AMEX - 5508,Netflix,Shinjuku
2023,10,2023-10-12,Living,Food,5139,Expense item 576,Personal,Suika,Vending Machine,Shinjuku
2023,10,2023-10-13,Living,Clothing,7082,Expense item 577,Work,AMEX - 5508,Mall,Tachikawa
2023,10,2023-10-13,Present,Transport,3050,Expense item 578,Gift,AMEX - 5508,Vending Machine,Shibuya
2023,10,2023-10-13,Living,Basic Personal Care,530,Expense item 579,Daily,AMEX - 5508,Amazon,Shinjuku
2023,10,2023-10-14,Living,Utilities & Services,897,Expense item 580,Daily,Credit Card,Spotify,Kita-Senju
2023,10,2023-10-14,Living,Basic Personal Care,532,Expense item 581,Work,AMEX - 5508,UQ,Tokyo
2023,10,2023-10-14,Future,Transport,10712,Expense item 582,Gift,Cash,Mall,Tokyo
2023,10,2023-10-14,Living,Basic Personal Care,944,Expense item 583,Travel,MASTER - 9031,Seven,Online
2023,10,2023-10-15,Future,Transport,426,Expense item 584,Travel,Cash,Nikunohanamasa,Shinjuku
2023,10,2023-10-16,Future,Transport,13654,Expense item 585,Travel,MASTER - 9031,Mall,Online
2023,10,2023-10-16,Present,Enjoyment & Social Life,3680,Expense item 586,Personal,Credit Card,Nikunohanamasa,Shibuya
2023,10,2023-10-17,Living,Food,7214,Expense item 587,Gift,MASTER - 9031,UQ,Shibuya
2023,10,2023-10-17,Future,Clothing,2845,Expense item 588,Travel,Credit Card,Spotify,Tachikawa
2023,10,2023-10-18,Present,Clothing,13303,Expense item 589,Gift,MASTER - 9031,Vending Machine,Shibuya
2023,10,2023-10-18,Living,Basic Personal Care,522,Expense item 590,Gift,MASTER - 9031,Netflix,Online
2023,10,2023-10-19,Present,Enjoyment & Social Life,6713,Expense item 591,Gift,Credit Card,Amazon,Kita-Senju
2023,10,2023-10-19,Present,Hobbies & Leisure,3545,Expense item 592,Travel,MASTER - 9031,Mall,Online
2023,10,2023-10-20,Present,Hobbies & Leisure,3963,Expense item 593,Travel,MASTER - 9031,UQ,Kita-Senju
2023,10,2023-10-20,Living,Basic Personal Care,957,Expense item 594,Daily,MASTER - 9031,Lawson,Tokyo
2023,10,2023-10-21,Present,Subscriptions,2245,Expense item 595,Gift,Suika,UQ,Tachikawa
2023,10,2023-10-21,Living,Food,1751,Expense item 596,Gift,MASTER - 9031,Vending Machine,Tachikawa
2023,10,2023-10-23,Present,Subscriptions,1044,Expense item 597,Travel,Cash,UQ,Shinjuku
2023,10,2023-10-23,Future,Transport,13091,Expense item 598,Personal,AMEX - 5508,UQ,Tokyo
2023,10,2023-10-23,Living,Utilities & Services,4859,Expense item 599,Daily,AMEX - 5508,Spotify,Online
2023,10,2023-10-24,Present,Hobbies & Leisure,542,Expense item 600,Personal,AMEX - 5508,Seven,Online
2023,10,2023-10-25,Living,Food,1899,Expense item 601,Travel,Credit Card,Amazon,Shinjuku
2023,10,2023-10-25,Living,Food,3770,Expense item 602,Work,Suika,Lawson,Shinjuku
2023,10,2023-10-26,Living,Basic Personal Care,1447,Expense item 603,Travel,Cash,UQ,Tachikawa
2023,10,2023-10-26,Living,Food,2384,Expense item 604,Daily,Credit Card,Mall,Kita-Senju
2023,10,2023-10-26,Living,Food,343,Expense item 605,Travel,AMEX - 5508,UQ,Tokyo
2023,10,2023-10-27,Present,Subscriptions,562,Expense item 606,Gift,Suika,Spotify,Kita-Senju
2023,10,2023-10-27,Present,Subscriptions,1377,Expense item 607,Daily,MASTER - 9031,Spotify,Online
2023,10,2023-10-27,Living,Utilities & Services,3797,Expense item 608,Travel,AMEX - 5508,Seven,Online
2023,10,2023-10-27,Present,Hobbies & Leisure,1266,Expense item 609,Travel,Suika,Nikunohanamasa,Tokyo
2023,10,2023-10-28,Present,Hobbies & Leisure,1286,Expense item 610,Personal,Suika,Netflix,Tokyo
2023,10,2023-10-28,Present,Subscriptions,466,Expense item 611,Personal,MASTER - 9031,Vending Machine,Kita-Senju
2023,10,2023-10-30,Living,Food,6519,Expense item 612,Daily,AMEX - 5508,Spotify,Kita-Senju
2023,10,2023-10-30,Living,Food,3410,Expense item 613,Personal,Suika,Vending Machine,Tachikawa
2023,10,2023-10-30,Present,Enjoyment & Social Life,7027,Expense item 614,Personal,Suika,Netflix,Online
2023,10,2023-10-31,Present,Subscriptions,166,Expense item 615,Personal,Cash,Lawson,Shinjuku
2023,10,2023-10-31,Future,Clothing,1545,Expense item 616,Gift,AMEX - 5508,Vending Machine,Online
2023,10,2023-10-31,Present,Enjoyment & Social Life,6768,Expense item 617,Personal,AMEX - 5508,Lawson,Shinjuku
2023,11,2023-11-01,Living,Basic Personal Care,1444,Expense item 618,Personal,AMEX - 5508,Netflix,Tokyo
2023,11,2023-11-02,Present,Hobbies & Leisure,514,Expense item 619,Travel,Suika,Seven,Tokyo
2023,11,2023-11-04,Present,Hobbies & Leisure,2745,Expense item 620,Daily,Cash,Mall,Kita-Senju
2023,11,2023-11-04,Living,Utilities & Services,7426,Expense item 621,Gift,Suika,FamilyMart,Shinjuku
2023,11,2023-11-05,Present,Hobbies & Leisure,1098,Expense item 622,Travel,Suika,Vending Machine,Tokyo
2023,11,2023-11-05,Present,Enjoyment & Social Life,2312,Expense item 623,Daily,Cash,Nikunohanamasa,Tachikawa
2023,11,2023-11-07,Present,Subscriptions,631,Expense item 624,Gift,MASTER - 9031,Nikunohanamasa,Online
2023,11,2023-11-07,Living,Basic Personal Care,1554,Expense item 625,Gift,Credit Card,Amazon,Online
2023,11,2023-11-07,Present,Hobbies & Leisure,2961,Expense item 626,Daily,Cash,Amazon,Tachikawa
2023,11,2023-11-07,Present,Enjoyment & Social Life,1205,Expense item 627,Personal,Credit Card,UQ,Tokyo
2023,11,2023-11-08,Future,Transport,6831,Expense item 628,Work,Suika,Mall,Kita-Senju
2023,11,2023-11-09,Living,Food,8340,Expense item 629,Work,AMEX - 5508,Seven,Shibuya
2023,11,2023-11-09,Present,Enjoyment & Social Life,4960,Expense item 630,Travel,Credit Card,Nikunohanamasa,Kita-Senju
2023,11,2023-11-09,Present,Subscriptions,2451,Expense item 631,Travel,Credit Card,FamilyMart,Tokyo
2023,11,2023-11-09,Living,Transport,6523,Expense item 632,Travel,Suika,FamilyMart,Shinjuku
2023,11,2023-11-10,Living,Basic Personal Care,971,Expense item 633,Work,Cash,FamilyMart,Tokyo
2023,11,2023-11-10,Living,Food,1220,Expense item 634,Personal,Cash,Mall,Tokyo
2023,11,2023-11-10,Future,Transport,6284,Expense item 635,Personal,Cash,Spotify,Shibuya
2023,11,2023-11-11,Present,Enjoyment & Social Life,6869,Expense item 636,Personal,AMEX - 5508,Spotify,Kita-Senju
2023,11,2023-11-12,Present,Subscriptions,2223,Expense item 637,Daily,Credit Card,Mall,Shibuya
2023,11,2023-11-12,Future,Transport,13386,Expense item 638,Travel,Cash,Vending Machine,Online
2023,11,2023-11-12,Future,Clothing,2772,Expense item 639,Gift,AMEX - 5508,Nikunohanamasa,Tachikawa
2023,11,2023-11-12,Living,Transport,7807,Expense item 640,Daily,AMEX - 5508,Seven,Kita-Senju
2023,11,2023-11-12,Present,Hobbies & Leisure,1059,Expense item 641,Daily,AMEX - 5508,Seven,Tokyo
2023,11,2023-11-14,Living,Transport,3402,Expense item 642,Gift,AMEX - 5508,UQ,Online
2023,11,2023-11-14,Living,Food,4815,Expense item 643,Work,Cash,UQ,Kita-Senju
2023,11,2023-11-14,Living,Utilities & Services,4102,Expense item 644,Work,Cash,FamilyMart,Shinjuku
2023,11,2023-11-15,Present,Clothing,11314,Expense item 645,Daily,MASTER - 9031,UQ,Kita-Senju
2023,11,2023-11-15,Present,Subscriptions,487,Expense item 646,Work,MASTER - 9031,Lawson,Tokyo
2023,11,2023-11-16,Living,Food,6471,Expense item 647,Personal,Credit Card,Seven,Tokyo
2023,11,2023-11-16,Living,Clothing,11323,Expense item 648,Work,Cash,Spotify,Shinjuku
2023,11,2023-11-17,Living,Utilities & Services,5917,Expense item 649,Gift,MASTER - 9031,Amazon,Shibuya
2023,11,2023-11-18,Living,Basic Personal Care,63,Expense item 650,Travel,MASTER - 9031,Netflix,Shibuya
2023,11,2023-11-19,Living,Food,6386,Expense item 651,Personal,Cash,Seven,Tachikawa
2023,11,2023-11-19,Living,Basic Personal Care,2224,Expense item 652,Personal,AMEX - 5508,Mall,Shibuya
2023,11,2023-11-20,Present,Hobbies & Leisure,315,Expense item 653,Gift,Cash,Vending Machine,Tokyo
2023,11,2023-11-20,Future,Clothing,10382,Expense item 654,Travel,MASTER - 9031,Seven,Online
2023,11,2023-11-21,Living,Basic Personal Care,1817,Expense item 655,Daily,Credit Card,Spotify,Tokyo
2023,11,2023-11-21,Present,Enjoyment & Social Life,1854,Expense item 656,Personal,Cash,UQ,Tokyo
2023,11,2023-11-21,Present,Enjoyment & Social Life,5946,Expense item 657,Personal,Credit Card,Nikunohanamasa,Shibuya
2023,11,2023-11-21,Present,Transport,1240,Expense item 658,Personal,Cash,Vending Machine,Tachikawa
2023,11,2023-11-24,Living,Basic Personal Care,3803,Expense item 659,Travel,Credit Card,UQ,Kita-Senju
2023,11,2023-11-26,Present,Transport,1696,Expense item 660,Work,Cash,Amazon,Tokyo
2023,11,2023-11-27,Present,Hobbies & Leisure,3235,Expense item 661,Personal,AMEX - 5508,FamilyMart,Shinjuku
2023,11,2023-11-27,Living,Utilities & Services,7303,Expense item 662,Gift,MASTER - 9031,FamilyMart,Shinjuku
2023,11,2023-11-27,Present,Hobbies & Leisure,738,Expense item 663,Work,Cash,Lawson,Tachikawa
2023,11,2023-11-28,Present,Hobbies & Leisure,2589,Expense item 664,Daily,Suika,UQ,Tokyo
2023,11,2023-11-28,Future,Transport,11186,Expense item 665,Gift,MASTER - 9031,Nikunohanamasa,Online
2023,11,2023-11-29,Living,Food,3864,Expense item 666,Daily,Credit Card,Nikunohanamasa,Tachikawa
2023,11,2023-11-29,Present,Subscriptions,2124,Expense item 667,Travel,Cash,Amazon,Tachikawa
2023,11,2023-11-29,Present,Enjoyment & Social Life,6550,Expense item 668,Work,AMEX - 5508,Spotify,Shibuya
2023,11,2023-11-29,Present,Hobbies & Leisure,2957,Expense item 669,Gift,Credit Card,Mall,Tokyo
2023,11,2023-11-30,Future,Transport,11577,Expense item 670,Travel,AMEX - 5508,Nikunohanamasa,Shinjuku
2023,11,2023-11-30,Present,Hobbies & Leisure,1584,Expense item 671,Work,Cash,Netflix,Shibuya
2023,12,2023-12-02,Living,Food,8796,Expense item 672,Daily,MASTER - 9031,UQ,Shinjuku
2023,12,2023-12-03,Living,Clothing,4931,Expense item 673,Travel,MASTER - 9031,Spotify,Shibuya
2023,12,2023-12-03,Living,Food,1883,Expense item 674,Work,AMEX - 5508,Netflix,Online
2023,12,2023-12-04,Living,Utilities & Services,6516,Expense item 675,Gift,Suika,Lawson,Online
2023,12,2023-12-04,Living,Food,5102,Expense item 676,Travel,MASTER - 9031,Spotify,Shinjuku
2023,12,2023-12-04,Future,Clothing,10433,Expense item 677,Daily,Credit Card,Mall,Tokyo
2023,12,2023-12-05,Living,Basic Personal Care,3317,Expense item 678,Daily,AMEX - 5508,Seven,Kita-Senju
2023,12,2023-12-07,Present,Transport,3196,Expense item 679,Daily,Credit Card,Seven,Tachikawa
2023,12,2023-12-07,Living,Basic Personal Care,593,Expense item 680,Work,AMEX - 5508,FamilyMart,Shibuya
2023,12,2023-12-07,Present,Enjoyment & Social Life,2832,Expense item 681,Personal,Credit Card,Nikunohanamasa,Online
2023,12,2023-12-08,Living,Utilities & Services,3059,Expense item 682,Personal,Credit Card,Vending Machine,Shinjuku
2023,12,2023-12-08,Present,Enjoyment & Social Life,6102,Expense item 683,Daily,Credit Card,UQ,Online
2023,12,2023-12-08,Future,Clothing,249,Expense item 684,Travel,MASTER - 9031,Spotify,Tachikawa
2023,12,2023-12-08,Present,Subscriptions,2174,Expense item 685,Gift,MASTER - 9031,Vending Machine,Tachikawa
2023,12,2023-12-09,Future,Clothing,14451,Expense item 686,Travel,Cash,Mall,Kita-Senju
2023,12,2023-12-11,Future,Clothing,10537,Expense item 687,Travel,Cash,Seven,Shibuya
2023,12,2023-12-11,Living,Basic Personal Care,748,Expense item 688,Work,MASTER - 9031,UQ,Shinjuku
2023,12,2023-12-12,Living,Food,141,Expense item 689,Gift,AMEX - 5508,UQ,Online
2023,12,2023-12-12,Future,Clothing,3561,Expense item 690,Personal,Cash,FamilyMart,Kita-Senju
2023,12,2023-12-13,Present,Subscriptions,2732,Expense item 691,Work,Cash,FamilyMart,Online
2023,12,2023-12-14,Present,Enjoyment & Social Life,544,Expense item 692,Gift,AMEX - 5508,Seven,Shibuya
2023,12,2023-12-14,Present,Hobbies & Leisure,4451,Expense item 693,Personal,MASTER - 9031,Spotify,Shibuya
2023,12,2023-12-14,Present,Transport,14160,Expense item 694,Work,Credit Card,Mall,Shinjuku
2023,12,2023-12-14,Present,Enjoyment & Social Life,4129,Expense item 695,Daily,AMEX - 5508,Spotify,Online
2023,12,2023-12-15,Living,Transport,10277,Expense item 696,Daily,AMEX - 5508,FamilyMart,Kita-Senju
2023,12,2023-12-15,Future,Clothing,9030,Expense item 697,Personal,AMEX - 5508,Nikunohanamasa,Tachikawa
2023,12,2023-12-15,Present,Enjoyment & Social Life,4077,Expense item 698,Gift,MASTER - 9031,Seven,Shinjuku
2023,12,2023-12-16,Future,Clothing,1763,Expense item 699,Personal,AMEX - 5508,Spotify,Shibuya
2023,12,2023-12-16,Living,Utilities & Services,2502,Expense item 700,Gift,Suika,Amazon,Shinjuku
2023,12,2023-12-17,Present,Enjoyment & Social Life,2763,Expense item 701,Work,Credit Card,Lawson,Shibuya
2023,12,2023-12-17,Future,Transport,4603,Expense item 702,Travel,Credit Card,Lawson,Shinjuku
2023,12,2023-12-18,Present,Hobbies & Leisure,2630,Expense item 703,Personal,Suika,Seven,Shinjuku
2023,12,2023-12-18,Living,Utilities & Services,1700,Expense item 704,Travel,MASTER - 9031,UQ,Online
2023,12,2023-12-19,Present,Subscriptions,1540,Expense item 705,Gift,MASTER - 9031,Vending Machine,Tachikawa
2023,12,2023-12-19,Present,Enjoyment & Social Life,6506,Expense item 706,Work,AMEX - 5508,Spotify,Tokyo
2023,12,2023-12-19,Living,Food,570,Expense item 707,Gift,Cash,Netflix,Shibuya
2023,12,2023-12-19,Living,Basic Personal Care,446,Expense item 708,Travel,AMEX - 5508,Amazon,Tachikawa
2023,12,2023-12-20,Future,Transport,483,Expense item 709,Travel,Cash,Amazon,Online
2023,12,2023-12-20,Living,Basic Personal Care,2894,Expense item 710,Personal,Credit Card,Lawson,Kita-Senju
2023,12,2023-12-21,Present,Enjoyment & Social Life,469,Expense item 711,Gift,Credit Card,Amazon,Tachikawa
2023,12,2023-12-21,Future,Clothing,6886,Expense item 712,Travel,Cash,Nikunohanamasa,Shinjuku
2023,12,2023-12-22,Present,Hobbies & Leisure,4606,Expense item 713,Gift,Cash,Mall,Online
2023,12,2023-12-23,Present,Enjoyment & Social Life,143,Expense item 714,Travel,Suika,Lawson,Online
2023,12,2023-12-24,Living,Utilities & Services,4535,Expense item 715,Work,Credit Card,Seven,Shinjuku
2023,12,2023-12-25,Living,Basic Personal Care,3159,Expense item 716,Daily,Credit Card,Lawson,Tokyo
2023,12,2023-12-25,Future,Transport,2530,Expense item 717,Personal,Cash,Spotify,Kita-Senju
2023,12,2023-12-25,Living,Food,7062,Expense item 718,Gift,Credit Card,Netflix,Tokyo
2023,12,2023-12-25,Living,Food,10817,Expense item 719,Daily,Suika,Lawson,Kita-Senju
2023,12,2023-12-26,Present,Enjoyment & Social Life,2130,Expense item 720,Daily,MASTER - 9031,Lawson,Tokyo
2023,12,2023-12-26,Future,Transport,7923,Expense item 721,Work,AMEX - 5508,Spotify,Kita-Senju
2023,12,2023-12-26,Living,Basic Personal Care,720,Expense item 722,Gift,Credit Card,Spotify,Online
2023,12,2023-12-27,Present,Hobbies & Leisure,431,Expense item 723,Travel,Cash,FamilyMart,Shinjuku
2023,12,2023-12-27,Living,Clothing,13711,Expense item 724,Daily,Credit Card,Lawson,Shibuya
2023,12,2023-12-28,Future,Clothing,4244,Expense item 725,Personal,AMEX - 5508,Amazon,Tokyo
2023,12,2023-12-28,Living,Utilities & Services,4957,Expense item 726,Personal,Suika,Lawson,Tachikawa
2023,12,2023-12-28,Present,Subscriptions,1472,Expense item 727,Travel,Credit Card,FamilyMart,Kita-Senju
2023,12,2023-12-29,Present,Hobbies & Leisure,7679,Expense item 728,Personal,Credit Card,Nikunohanamasa,Online
2023,12,2023-12-30,Living,Transport,11714,Expense item 729,Personal,AMEX - 5508,Nikunohanamasa,Tokyo
2023,12,2023-12-31,Living,Utilities & Services,1478,Expense item 730,Work,Suika,Seven,Shibuya
2023,12,2023-12-31,Living,Food,10174,Expense item 731,Daily,MASTER - 9031,UQ,Tokyo
2023,12,2023-12-31,Future,Transport,7171,Expense item 732,Personal,Cash,Vending Machine,Shibuya
2023,12,2023-12-31,Future,Clothing,12932,Expense item 733,Daily,MASTER - 9031,Amazon,Shinjuku
2024,1,2024-01-01,Present,Subscriptions,911,Expense item 734,Work,MASTER - 9031,UQ,Shinjuku
2024,1,2024-01-01,Living,Utilities & Services,944,Expense item 735,Daily,Credit Card,UQ,Tachikawa
2024,1,2024-01-01,Present,Transport,1381,Expense item 736,Daily,AMEX - 5508,Netflix,Shibuya
2024,1,2024-01-01,Future,Clothing,1902,Expense item 737,Work,AMEX - 5508,Lawson,Kita-Senju
2024,1,2024-01-01,Living,Basic Personal Care,356,Expense item 738,Personal,MASTER - 9031,UQ,Tachikawa
2024,1,2024-01-02,Present,Clothing,3691,Expense item 739,Personal,Cash,Seven,Shibuya
2024,1,2024-01-03,Future,Transport,2394,Expense item 740,Travel,Cash,Mall,Shibuya
2024,1,2024-01-03,Present,Transport,13340,Expense item 741,Gift,Cash,Vending Machine,Online
2024,1,2024-01-04,Present,Enjoyment & Social Life,5859,Expense item 742,Daily,Credit Card,Spotify,Shinjuku
2024,1,2024-01-05,Present,Subscriptions,1590,Expense item 743,Personal,Cash,Vending Machine,Kita-Senju
2024,1,2024-01-05,Present,Transport,889,Expense item 744,Gift,Suika,Amazon,Shinjuku
2024,1,2024-01-05,Present,Subscriptions,1448,Expense item 745,Work,MASTER - 9031,FamilyMart,Tokyo
2024,1,2024-01-06,Living,Food,7984,Expense item 746,Personal,Cash,Mall,Kita-Senju
2024,1,2024-01-06,Present,Hobbies & Leisure,2849,Expense item 747,Personal,Cash,UQ,Tachikawa
2024,1,2024-01-06,Future,Transport,1732,Expense item 748,Personal,Cash,UQ,Online
2024,1,2024-01-06,Living,Transport,5898,Expense item 749,Gift,Cash,Lawson,Tachikawa
2024,1,2024-01-06,Living,Clothing,12304,Expense item 750,Work,MASTER - 9031,Netflix,Tachikawa
2024,1,2024-01-07,Present,Subscriptions,62,Expense item 751,Daily,Credit Card,FamilyMart,Shinjuku
2024,1,2024-01-07,Living,Food,10706,Expense item 752,Travel,Credit Card,Netflix,Online
2024,1,2024-01-08,Present,Transport,10890,Expense item 753,Gift,Cash,Netflix,Tokyo
2024,1,2024-01-08,Living,Clothing,10480,Expense item 754,Work,Cash,Spotify,Kita-Senju
2024,1,2024-01-08,Living,Utilities & Services,4870,Expense item 755,Gift,AMEX - 5508,Amazon,Shinjuku
2024,1,2024-01-11,Living,Clothing,7493,Expense item 756,Gift,Cash,Netflix,Shinjuku
2024,1,2024-01-11,Living,Food,5566,Expense item 757,Travel,MASTER - 9031,Lawson,Kita-Senju
2024,1,2024-01-11,Present,Enjoyment & Social Life,601,Expense item 758,Travel,Cash,Lawson,Shinjuku
2024,1,2024-01-11,Present,Enjoyment & Social Life,2618,Expense item 759,Personal,Cash,Nikunohanamasa,Tokyo
2024,1,2024-01-12,Living,Utilities & Services,6363,Expense item 760,Personal,Cash,Nikunohanamasa,Kita-Senju
2024,1,2024-01-12,Future,Transport,4028,Expense item 761,Gift,MASTER - 9031,FamilyMart,Online
2024,1,2024-01-13,Living,Clothing,9795,Expense item 762,Daily,Cash,Netflix,Tokyo
2024,1,2024-01-13,Living,Food,6331,Expense item 763,Travel,AMEX - 5508,Nikunohanamasa,Kita-Senju
2024,1,2024-01-14,Present,Transport,2542,Expense item 764,Daily,Suika,Nikunohanamasa,Shibuya
2024,1,2024-01-14,Living,Food,1560,Expense item 765,Work,Cash,Nikunohanamasa,Tachikawa
2024,1,2024-01-14,Present,Subscriptions,2136,Expense item 766,Personal,AMEX - 5508,Seven,Online
2024,1,2024-01-14,Present,Hobbies & Leisure,2687,Expense item 767,Gift,AMEX - 5508,Lawson,Shibuya
2024,1,2024-01-15,Future,Transport,693,Expense item 768,Personal,Suika,Netflix,Tachikawa
2024,1,2024-01-16,Present,Hobbies & Leisure,836,Expense item 769,Gift,AMEX - 5508,FamilyMart,Shibuya
2024,1,2024-01-16,Living,Transport,9788,Expense item 770,Daily,Cash,Mall,Tachikawa
2024,1,2024-01-16,Present,Subscriptions,529,Expense item 771,Gift,Suika,Seven,Shinjuku
2024,1,2024-01-16,Present,Subscriptions,1008,Expense item 772,Travel,MASTER - 9031,Mall,Shibuya
2024,1,2024-01-16,Present,Hobbies & Leisure,1474,Expense item 773,Gift,MASTER - 9031,Netflix,Tachikawa
2024,1,2024-01-16,Present,Subscriptions,1223,Expense item 774,Personal,Suika,Mall,Shibuya
2024,1,2024-01-17,Present,Enjoyment & Social Life,10292,Expense item 775,Personal,Credit Card,Spotify,Kita-Senju
2024,1,2024-01-17,Living,Utilities & Services,5934,Expense item 776,Personal,Cash,Amazon,Kita-Senju
2024,1,2024-01-18,Living,Transport,5370,Expense item 777,Daily,MASTER - 9031,Seven,Online
2024,1,2024-01-19,Present,Hobbies & Leisure,434,Expense item 778,Daily,Suika,Lawson,Online
2024,1,2024-01-19,Living,Basic Personal Care,1044,Expense item 779,Work,AMEX - 5508,Spotify,Kita-Senju
2024,1,2024-01-19,Living,Clothing,3277,Expense item 780,Gift,Suika,FamilyMart,Online
2024,1,2024-01-19,Living,Utilities & Services,2109,Expense item 781,Gift,AMEX - 5508,Amazon,Tokyo
2024,1,2024-01-19,Future,Clothing,14257,Expense item 782,Gift,Credit Card,FamilyMart,Online
2024,1,2024-01-22,Living,Basic Personal Care,674,Expense item 783,Work,Credit Card,Lawson,Kita-Senju
2024,1,2024-01-22,Living,Food,7337,Expense item 784,Work,Suika,Spotify,Tachikawa
2024,1,2024-01-22,Present,Hobbies & Leisure,2774,Expense item 785,Daily,Credit Card,Amazon,Shibuya
2024,1,2024-01-23,Present,Hobbies & Leisure,2482,Expense item 786,Daily,Cash,Spotify,Online
2024,1,2024-01-23,Present,Enjoyment & Social Life,1846,Expense item 787,Travel,AMEX - 5508,Mall,Shibuya
2024,1,2024-01-23,Future,Transport,4923,Expense item 788,Travel,Suika,UQ,Shibuya
2024,1,2024-01-23,Future,Transport,2444,Expense item 789,Travel,Credit Card,Amazon,Shibuya
2024,1,2024-01-25,Living,Utilities & Services,2966,Expense item 790,Personal,AMEX - 5508,Nikunohanamasa,Tachikawa
2024,1,2024-01-26,Present,Enjoyment & Social Life,1528,Expense item 791,Work,AMEX - 5508,Nikunohanamasa,Online
2024,1,2024-01-26,Present,Hobbies & Leisure,1532,Expense item 792,Travel,Cash,Nikunohanamasa,Shinjuku
2024,1,2024-01-26,Present,Hobbies & Leisure,2729,Expense item 793,Gift,Suika,Vending Machine,Tachikawa
2024,1,2024-01-27,Future,Clothing,12777,Expense item 794,Work,Credit Card,Netflix,Tachikawa
2024,1,2024-01-28,Living,Basic Personal Care,3201,Expense item 795,Work,Cash,Lawson,Tokyo
2024,1,2024-01-28,Living,Food,8033,Expense item 796,Gift,Suika,Seven,Shibuya
2024,1,2024-01-28,Living,Transport,8268,Expense item 797,Gift,MASTER - 9031,UQ,Online
2024,1,2024-01-28,Present,Hobbies & Leisure,2210,Expense item 798,Work,Cash,Amazon,Online
2024,1,2024-01-30,Present,Enjoyment & Social Life,8933,Expense item 799,Personal,MASTER - 9031,Mall,Tachikawa
2024,1,2024-01-30,Living,Basic Personal Care,4725,Expense item 800,Gift,Suika,Mall,Tokyo
2024,1,2024-01-30,Living,Utilities & Services,3542,Expense item 801,Personal,Cash,Amazon,Tokyo
2024,1,2024-01-30,Present,Hobbies & Leisure,535,Expense item 802,Travel,MASTER - 9031,Netflix,Tachikawa
2024,1,2024-01-30,Living,Basic Personal Care,2867,Expense item 803,Personal,Cash,Mall,Online
2024,1,2024-01-30,Present,Hobbies & Leisure,1230,Expense item 804,Personal,Suika,Amazon,Shinjuku
2024,1,2024-01-31,Living,Transport,8273,Expense item 805,Work,Credit Card,FamilyMart,Tachikawa
2024,2,2024-02-01,Present,Subscriptions,1050,Expense item 806,Personal,Cash,Nikunohanamasa,Tokyo
2024,2,2024-02-01,Future,Transport,3821,Expense item 807,Travel,MASTER - 9031,Amazon,Online
2024,2,2024-02-01,Present,Subscriptions,438,Expense item 808,Gift,Credit Card,Vending Machine,Tachikawa
2024,2,2024-02-02,Present,Hobbies & Leisure,1059,Expense item 809,Personal,Suika,Vending Machine,Online
2024,2,2024-02-02,Future,Transport,10133,Expense item 810,Work,Cash,Seven,Shinjuku
